hand_1,hand_2,board_1,board_2,board_3,board_4,board_5,preflop_win_rate,fullboard_win_rate
Qc,7d,Jd,9d,Qh,4c,Ah,0.4975,0.74
6s,Ad,As,4c,9h,5s,Ks,0.56,0.8185
6h,Kh,4d,2d,3h,Jc,6s,0.5825,0.5735
Qh,Td,Jh,4h,5s,8d,Kd,0.5865,0.293
As,Th,7s,8s,Kh,Jc,3d,0.5975,0.3665
9c,Td,3c,Kd,Th,5d,7s,0.515,0.748
5c,7d,Kh,8s,Qh,3c,Ac,0.399,0.111
Jc,Qc,4h,9h,5d,Ad,5c,0.6145,0.364
Jh,6c,Jd,4h,Qs,2c,8d,0.4645,0.7385
9c,Kh,Ks,Ad,5c,5h,7d,0.5595,0.751
9c,Jd,8h,9d,3s,Kh,7d,0.49,0.7375
Ah,8s,9d,Tc,As,Ks,Qh,0.584,0.7225
Th,Td,Qh,4d,8h,Jd,4h,0.7585,0.6235
Jd,7d,3h,6d,2h,8s,Js,0.512,0.83
6h,Qs,Ac,6d,8c,5c,6s,0.516,0.9055
6h,Ks,7c,2s,5c,8h,Ah,0.554,0.3065
4c,5h,Ad,8c,Tc,Js,6c,0.3865,0.037
2s,Jh,As,4s,8c,Jc,Qc,0.4115,0.614
9c,2d,5h,Ah,Tc,7d,2c,0.395,0.4325
Qs,7d,Ah,9c,3c,Ac,Jh,0.5155,0.2945
Qd,9h,3c,9d,7d,3s,8s,0.585,0.795
2s,5s,Ad,4d,Tc,8c,9h,0.3595,0.0185
3d,2c,Qc,8h,7h,Qd,5c,0.3245,0.0185
4d,5d,5c,6h,2d,Qd,9d,0.416,0.973
5h,Qs,2d,5d,Jh,7h,Tc,0.5235,0.5645
Ts,Qd,5h,4h,5d,Td,8d,0.5695,0.8105
3h,9h,Jc,Ks,Qc,8c,6c,0.4405,0.09
6d,9h,9d,Kd,4d,Tc,5d,0.453,0.732
7h,Kh,6s,2s,7s,8s,Qc,0.54,0.37
Jd,4d,6h,Jc,4h,4s,Ad,0.4735,0.992
Jh,Qh,3d,Qc,2s,8d,Jc,0.6365,0.9545
Jh,Qh,Jc,8c,9h,6d,Ad,0.6155,0.7385
8d,Kd,Kh,7s,2c,7d,Qh,0.567,0.8525
Qc,8c,3d,Jc,7c,4s,6c,0.5465,0.984
Ac,2s,Kc,Qh,9d,9c,8c,0.5655,0.445
2d,Jh,9h,Td,3d,8h,5h,0.463,0.08
3h,6s,Jh,6d,7h,9c,Ah,0.366,0.4345
6c,2s,Ts,Kh,Th,9c,4s,0.347,0.054
6s,2c,Ah,8h,Kd,4d,Qh,0.3385,0.054
2s,Tc,6s,Ks,9c,2c,8s,0.439,0.422
8s,5h,6d,Qs,3d,Ac,2c,0.42,0.0485
Tc,Qh,2h,4h,9s,Th,8s,0.573,0.8045
4d,5s,4h,Td,Kd,Ks,4c,0.3755,0.8825
3h,6d,4s,3c,Kd,8s,6s,0.342,0.8575
5d,3c,8s,9d,Js,5h,8d,0.3905,0.5315
Th,4s,3s,2s,4d,5d,5c,0.445,0.531
Qc,5s,Th,Ad,3s,5d,3h,0.5005,0.5845
9h,7c,5d,Th,Ac,Ks,Qh,0.4755,0.264
Js,Qs,7d,5d,4h,Ah,2s,0.59,0.206
5s,2d,Jc,6c,5c,8h,As,0.314,0.3615
Ac,2c,Kd,2s,3c,9c,2h,0.596,0.979
4d,Ad,Qh,9c,5s,6d,3c,0.5885,0.2935
3h,Qc,Ad,9c,3d,Ks,Qd,0.4975,0.8655
4s,Ts,3d,Ad,5s,Jh,5d,0.468,0.227
4c,2s,Kc,Js,4s,9s,3h,0.319,0.5035
Kc,3d,7d,Kh,Ks,As,Ah,0.548,0.894
As,8c,Ts,3s,3h,6d,7s,0.588,0.409
8c,6h,Kh,Qc,7d,Kd,Jd,0.4535,0.184
7s,Ks,Ac,2s,4s,Jc,Kd,0.5885,0.761
7d,As,2c,4d,Ah,6d,3d,0.578,0.6535
Js,Ad,Kh,6d,Tc,4s,4c,0.636,0.511
As,5c,Jc,Kh,6c,9c,2c,0.5575,0.773
3s,Th,8c,4h,7d,Ks,Td,0.443,0.7155
6s,3h,4s,Qh,3s,5c,4h,0.347,0.558
8d,Ts,9s,9c,8s,Ad,5d,0.494,0.702
9s,Th,4d,8c,7s,Js,Jh,0.5215,0.955
Qs,5d,6s,2h,3s,Qh,Tc,0.513,0.821
Kc,8s,2s,5d,4c,3d,Tc,0.572,0.153
8s,3h,Th,6s,Ts,Qc,Tc,0.3905,0.1685
Ad,Js,Ac,Tc,7c,2h,5h,0.6245,0.8295
5d,8c,Qs,8d,2c,9s,Th,0.421,0.4375
3d,Ad,2d,Td,Kc,2s,Qh,0.6285,0.431
5c,Ah,2d,9s,Qs,Kd,5d,0.566,0.544
8h,3h,9c,Qc,7s,Kh,8d,0.424,0.512
4h,5h,4c,Ac,8d,Qc,4s,0.433,0.91
Ks,8d,6c,Kd,7h,9d,Ah,0.5225,0.7635
5c,2d,Ad,Qc,7s,4c,Kc,0.348,0.0175
3s,Kc,5h,8c,Jd,Kh,Ah,0.509,0.7295
2h,Qc,6s,4s,6h,9c,Kc,0.4695,0.3235
2d,5s,4c,8c,Qd,Ks,5c,0.3375,0.487
Qs,8s,6c,Qd,3h,3d,Jd,0.534,0.8005
3c,6c,2c,Td,8s,3s,9d,0.4115,0.492
5s,6c,8d,3d,Qs,9c,7d,0.386,0.9045
Td,9c,4h,7s,6s,5c,7c,0.4995,0.0205
Tc,4s,8c,6s,Kh,2d,Jh,0.4335,0.1725
6c,3h,3d,Qs,8c,3c,Ks,0.3625,0.962
8s,4s,Kh,Jc,Ah,7c,6h,0.3945,0.093
6c,4c,Ac,4d,9h,5d,5s,0.421,0.572
6s,Ks,3h,2s,3c,7s,8c,0.5985,0.3035
Ac,Qd,Jc,3c,Td,2d,6d,0.6545,0.336
4s,4c,5s,7c,2s,Ts,Qh,0.578,0.482
7s,2c,Qh,8h,Ah,5d,9d,0.3555,0.0885
Kd,7h,6d,9d,Ah,2s,7d,0.5275,0.6275
9h,4c,Jc,5c,6c,2s,3d,0.4015,0.8935
6c,Kd,5c,6s,6h,2s,5d,0.54,0.9715
Js,8c,Tc,7h,Qd,Kd,2h,0.5085,0.274
Kd,3h,Qd,5s,Jd,4d,6d,0.512,0.96
Jc,8d,7c,6h,As,6s,2d,0.5095,0.243
Qs,5c,Th,5h,8d,9d,8s,0.513,0.593
Td,8d,7s,Qs,8s,4h,5h,0.47,0.5715
2c,2h,6h,8c,Js,Qc,Th,0.5015,0.2645
2c,7h,4s,7d,5d,Kh,2d,0.354,0.8395
4c,2d,Js,Th,2s,4s,8c,0.3515,0.8385
9d,7d,Tc,As,3d,3h,Ac,0.497,0.146
5s,Ts,As,Js,Ac,9h,Kd,0.4785,0.343
Qh,9d,Ad,Td,Ts,2d,Ah,0.563,0.565
9d,Ts,Kd,8s,Js,Qd,2d,0.512,0.96
6h,Tc,As,2c,Ad,9c,2h,0.4805,0.2595
4s,Qc,2s,3s,Js,7s,5s,0.47,0.698
2d,9c,Td,Js,Th,Jc,Ks,0.387,0.2645
8h,Qc,3s,Qh,5h,Jd,8s,0.528,0.9685
Jc,9c,3c,Ts,Th,7c,2d,0.564,0.2
Kd,Qh,9d,8h,7d,5d,Ts,0.6385,0.1215
4s,6d,2c,Ad,3s,3h,Qc,0.383,0.0085
3c,Tc,Ts,Ah,6c,9d,5s,0.4225,0.726
Tc,Jd,Ah,4s,7s,Td,9s,0.5305,0.71
Jd,6c,As,6s,Ac,8d,6d,0.4695,0.8915
Td,2s,4h,5s,Qh,5h,2c,0.4235,0.4945
5s,Tc,Kd,3c,8s,4c,7s,0.42,0.085
Td,7d,2h,Ac,7h,4h,6c,0.508,0.6845
Ad,Qd,8h,9c,Td,Tc,Jh,0.6505,0.916
8c,7s,9d,Qd,Jd,5s,3h,0.4385,0.1245
7c,Kc,6h,Jd,4c,9s,4d,0.5595,0.3315
Kd,2s,6h,Jc,3d,8d,Td,0.5035,0.1905
Js,8h,Tc,3h,Kc,Td,9s,0.496,0.2435
9h,7c,4c,3s,2c,2d,Th,0.454,0.092
Jh,Kh,8d,5c,4s,4c,Ah,0.601,0.4765
Qd,9h,2d,Kd,Jh,9d,3c,0.527,0.666
4h,Qs,Js,8c,Kc,2h,Jh,0.525,0.3355
Qd,8c,Ah,7c,Jd,9h,Kd,0.524,0.3475
Tc,3h,Qd,4c,5s,4d,7c,0.433,0.1415
6d,Js,6h,2s,4d,5c,2h,0.486,0.6355
6h,2h,3s,8d,Ad,6s,6d,0.385,0.9
Jh,2h,Th,Ac,7d,As,Tc,0.4745,0.5275
Jh,2c,5c,Kc,Th,Tc,Qs,0.4495,0.326
Qd,6s,7d,8c,Qs,4h,Qc,0.499,0.944
4s,Js,3d,6c,Ac,6d,Tc,0.4855,0.247
Th,8c,3c,9d,8h,5h,6s,0.491,0.5775
Kc,9c,6c,7h,Jd,Td,5d,0.609,0.236
8s,4d,9h,2c,7h,Qc,8h,0.402,0.5795
9d,9s,6s,Ac,3d,Ah,Tc,0.702,0.7635
8h,3h,3c,2c,Ts,2s,6c,0.423,0.5385
Ad,2s,Kd,3s,5c,Ks,2d,0.525,0.577
2c,Ks,Kh,Td,3d,Ts,7h,0.55,0.8235
Js,7s,4s,6c,9c,4h,2s,0.539,0.1545
Ks,Tc,Js,9h,2h,6c,6d,0.5965,0.3505
Qc,2c,Th,3d,5h,Js,5s,0.523,0.2605
Ad,3c,5s,2s,2c,6h,7d,0.539,0.4125
4s,Kc,9c,6h,9s,6s,Qs,0.4995,0.4695
3d,9c,Td,Ah,8c,Ac,2h,0.407,0.177
7s,4c,5h,7d,Tc,4s,2h,0.4015,0.9015
6h,Th,6d,Js,6s,8h,Qd,0.4905,0.956
4s,Kd,4d,7d,3d,2s,8d,0.5265,0.948
7s,Ac,Jd,5s,9d,As,9c,0.5805,0.856
9c,3h,Kc,6s,Qh,Kd,7d,0.3885,0.176
9h,Ts,9d,Qs,6d,Ad,Ac,0.51,0.6695
As,4c,7s,9d,Th,6d,6h,0.567,0.315
4d,5c,Jd,Qc,7s,8h,9s,0.402,0.0525
4c,9c,Qc,9s,Qs,4s,8c,0.4585,0.7625
2s,Qs,8c,4h,9s,Th,Jh,0.4955,0.8915
5h,2h,Tc,9h,5s,2d,3c,0.384,0.8925
6s,Ad,4h,9c,6c,7h,Jd,0.6,0.543
Jd,3d,7d,8h,Ts,Kh,7h,0.4585,0.2125
3c,2h,8d,Kh,6c,Ac,3d,0.314,0.4395
9s,7d,6c,Kd,2d,8s,2c,0.475,0.1015
Ad,5h,8h,Ks,Kh,4h,Js,0.581,0.4025
9d,Ad,6d,Tc,8d,3d,5c,0.6315,1.0
8s,5c,Kh,Qs,9c,9h,4s,0.4155,0.169
Tc,7c,6h,Ah,Qc,6d,As,0.507,0.2705
Qd,5d,7c,Jc,6s,Kc,5c,0.512,0.2395
9c,4h,9d,Tc,2s,3d,6s,0.4155,0.712
6c,Th,6h,8d,Ts,Jc,2c,0.476,0.9045
7s,Jd,2h,Kh,Ks,Ac,7d,0.481,0.7355
Ac,Kh,4d,2c,Ts,Jd,Jh,0.6275,0.497
6s,7c,Jc,2d,2c,9d,4h,0.4135,0.0555
Js,5s,6s,4h,Qs,Kd,Qh,0.503,0.3285
Kc,4c,5c,Ad,9c,5s,3s,0.5325,0.4065
7d,6s,Tc,4d,3d,5d,9s,0.416,0.948
5h,6h,Td,3s,Qc,6s,Ac,0.422,0.515
Qc,Ts,2h,Ah,8d,9c,3c,0.5705,0.2535
3h,Ac,7s,6h,8c,4s,6s,0.548,0.2875
4d,As,8d,3c,Qc,2d,7d,0.5875,0.3185
Ks,Qs,3c,Ts,8d,6d,6h,0.617,0.3815
4h,4d,3c,4c,Jh,Qs,Tc,0.5945,0.902
Jh,Td,Ts,Ah,Kc,8h,2s,0.5465,0.693
4d,2s,6d,8c,3h,3d,6c,0.347,0.0355
7c,Qh,Td,Ah,Qc,6c,8h,0.5275,0.7205
4c,Kc,9c,2c,3d,Qs,Qd,0.5315,0.3065
6c,7h,6s,Qh,5h,4d,3h,0.421,0.901
4c,Js,6c,Ac,Jc,Ks,7s,0.468,0.587
6h,4c,3c,Jh,8s,7c,8h,0.394,0.051
7c,Ts,4h,5d,Qc,2d,4s,0.4595,0.1595
5c,4c,7s,3d,2h,6s,8d,0.4155,0.97
9h,3d,7s,7h,Qd,Kc,8c,0.4105,0.1715
Ts,9d,As,5h,Ah,Ad,Kd,0.531,0.357
2s,7h,6h,6c,3s,Qh,9c,0.356,0.0615
Qc,Qh,2s,Ad,4c,5d,8d,0.8005,0.5945
9c,As,Td,5s,Jc,2s,Th,0.6085,0.4885
Js,4h,9s,Ad,Jd,Tc,Ks,0.465,0.5205
Kc,3c,Jh,3d,3h,2s,Th,0.5715,0.9265
8h,8d,2d,Ks,3h,9c,8c,0.6945,0.991
4d,9d,9s,Jd,5d,Ac,6c,0.42,0.6295
2h,9s,7h,Ah,3d,2c,2d,0.408,0.9435
9s,5s,6c,Jh,Td,3s,2d,0.4415,0.0815
Qs,5c,9c,6c,Ac,Kh,2h,0.519,0.314
Js,9h,3h,9d,3c,8c,5d,0.5205,0.8005
As,Td,Jd,3c,Ts,6d,8s,0.651,0.7565
6d,Jc,6c,Td,Ad,Ts,6h,0.4795,0.8975
8c,5s,Th,Tc,Jc,9d,5h,0.399,0.5555
9c,Kd,3h,6c,9d,7c,Ad,0.576,0.7415
4d,Qs,Jc,6d,Qc,4h,Ac,0.4785,0.8895
Ks,6c,3s,Jh,Ah,7c,2h,0.499,0.332
5s,Ac,2c,6c,2h,Qd,Jh,0.5695,0.4785
2d,9d,Qs,Js,Kd,7s,Qd,0.3995,0.2515
Jc,6h,4d,9h,Ah,Qc,As,0.458,0.3415
Jd,2s,Tc,Ts,3c,8d,Td,0.443,0.2555
Qd,Jc,Th,6d,9h,4d,Ad,0.5715,0.258
9s,Jc,4c,Kh,3c,2c,Ad,0.524,0.185
Td,2h,As,Ac,6h,4c,Qs,0.3895,0.237
4h,Qh,6h,4c,Tc,9s,Ac,0.5185,0.4715
Kc,9h,Qd,4s,Ah,3c,2c,0.586,0.2565
Ts,Ad,4c,6c,Th,2d,2c,0.6315,0.826
8d,Ks,3h,Kd,9h,7c,Ts,0.5525,0.8275
4h,5c,7d,7h,Ac,9h,2h,0.3905,0.0195
2s,Ks,Js,Kh,7c,7s,8d,0.5515,0.8155
6c,7s,3d,2c,2d,Kc,Ad,0.4205,0.0425
7s,8c,Ks,4d,3c,Qs,2c,0.4185,0.052
4s,7h,9h,6c,6d,9s,3h,0.3905,0.099
2h,Th,6s,As,Jh,5c,9h,0.464,0.149
7c,Jh,4s,6h,7s,2s,4d,0.507,0.755
7h,8d,Qs,9c,3d,8h,Kh,0.4475,0.5535
8s,Kd,6c,3s,Jd,2d,5h,0.5675,0.1665
Kd,9c,2d,3h,Ts,Jh,7s,0.5835,0.2525
Td,6d,7d,Ts,2d,Js,Kh,0.4905,0.6305
Ts,4c,9h,8d,9c,Kc,Ad,0.433,0.2505
Kd,5s,Td,6h,Kc,9h,8h,0.5395,0.637
Qd,4h,Qc,Ah,5c,2s,Qs,0.516,0.939
Jh,Jc,7h,8c,2d,Ah,6c,0.7565,0.749
6c,Kd,5h,8s,Qc,Kc,Th,0.569,0.8475
5c,Ks,Tc,9h,7s,8d,Ac,0.54,0.156
6c,8h,6d,Jd,8s,Ac,As,0.438,0.7145
Jd,Qd,2c,Ac,Tc,3s,4h,0.5905,0.1765
Qh,6c,5c,4d,Js,6h,7h,0.5165,0.3805
Ts,8d,6s,8s,3s,6h,Jc,0.4875,0.6905
7h,Qd,Jh,Jc,3d,Ts,5c,0.5225,0.238
5h,4h,Qd,4d,5c,8d,Js,0.4205,0.8545
Qs,4h,Jd,5c,Js,As,8c,0.4715,0.3205
6c,Jh,3s,5c,7h,Js,2h,0.463,0.8015
2h,9d,Ts,2c,Ks,Ad,Tc,0.4055,0.562
4c,Tc,6c,Ts,4d,6s,4h,0.452,0.897
8s,4s,2d,Qh,Kd,4h,5s,0.4345,0.5275
Ts,As,Th,8s,4c,7c,9h,0.6635,0.5515
4s,7d,Jh,5s,As,4h,Tc,0.378,0.438
9h,As,Jc,5h,2d,8d,Js,0.6185,0.49
5c,Ks,2c,Qd,Jd,7h,7d,0.542,0.3325
3d,8d,Ah,Jd,7c,As,Ts,0.4155,0.159
Jc,3s,Jh,As,6s,8c,9h,0.464,0.6985
9h,Qh,Ks,3c,5h,Ad,6c,0.566,0.3375
Ks,Jc,4c,Th,5h,Qs,Ah,0.596,0.953
Kc,Jc,3s,6c,8s,Td,9d,0.6475,0.1615
3d,9s,8d,3h,4s,Jd,Ad,0.3975,0.419
9h,Kc,Ts,3h,Kh,Js,4d,0.5965,0.8575
Th,2s,Jd,4h,5c,8s,As,0.432,0.1105
2c,6h,Qc,7d,4s,Jd,Ad,0.3175,0.058
7h,As,Jd,9s,8s,2d,3d,0.585,0.307
Qs,7c,2d,9d,9s,4d,2c,0.501,0.35
6c,2h,Tc,Jc,4s,Ac,3c,0.336,0.781
Jh,As,9s,2d,8h,4h,4s,0.6235,0.488
As,8d,5s,Qs,5c,3c,6s,0.62,0.3865
2h,Jd,Qh,5s,4c,8h,Kc,0.4305,0.218
9s,Kc,2h,2s,Qd,6d,5h,0.5705,0.338
2s,9c,3d,2c,9d,6d,Qc,0.3855,0.8825
Kc,9h,8d,Ac,5d,Js,2h,0.5695,0.3365
9c,7c,7s,Ad,Td,As,2s,0.505,0.6785
8s,7h,Ad,3c,Jc,6d,2s,0.4345,0.046
7s,4h,Jh,2s,Ah,Qs,8s,0.3885,0.0975
4c,Qh,As,Ks,4d,Kc,Qs,0.5055,0.6635
Ah,Ts,7s,9h,9d,As,Kc,0.607,0.865
8s,5h,9c,Kc,7h,Qh,7c,0.435,0.1005
6s,7h,Ad,4s,8h,Jd,Js,0.4095,0.108
2d,Kd,2h,4h,Tc,8h,Qs,0.533,0.4525
Qh,Jc,Kd,Kh,7c,9d,Td,0.603,0.9115
8c,5c,Kc,2s,3s,7h,5d,0.4375,0.5785
Ts,Kd,2d,Th,2c,Js,6h,0.599,0.7365
4h,3c,Ks,8s,7s,5s,6h,0.386,0.5015
3c,Ad,2c,7d,5s,Qc,Td,0.5655,0.3205
Ad,Td,Js,Kh,2c,Jd,8s,0.664,0.488
9c,9s,2c,3s,Ac,Qh,2d,0.701,0.637
2c,5h,4c,8s,7h,4d,Ah,0.339,0.035
4s,Ts,5s,Ks,Qc,9s,6h,0.446,0.975
5s,6c,3c,Ah,8h,Kh,4h,0.4135,0.0065
Ts,Kh,4h,Js,Ah,4d,7c,0.5945,0.487
7d,Qh,8s,Qc,Qs,3s,9d,0.5185,0.898
8s,5h,7h,Qc,9d,3d,Ts,0.4135,0.126
6d,Qs,Td,7h,5h,Ks,4s,0.4895,0.237
Kh,Ad,6d,2s,Tc,5s,Kc,0.653,0.8855
Qd,Td,8c,9s,4s,3h,5h,0.6095,0.1315
2d,Ah,Kh,Ts,7c,Kd,2c,0.544,0.6315
Qs,Jd,Ac,Th,2d,3d,5s,0.565,0.19
7h,2s,7c,7s,Ts,3d,2h,0.3685,0.982
7c,2c,6s,3s,7s,3c,4h,0.3755,0.579
7h,3d,2s,7s,5c,Kc,4h,0.3825,0.691
Ts,7d,2d,7c,8d,Jd,Qh,0.4715,0.513
2c,As,7s,4c,4h,2h,Th,0.5485,0.5925
Kd,As,3s,Jc,Qd,8d,3d,0.6645,0.4645
Qh,5h,9h,As,8c,2c,Qs,0.501,0.753
Kd,8d,6d,Ks,8s,Ts,3s,0.572,0.6245
2s,Jh,2h,9s,Qs,6s,8d,0.403,0.406
8s,8c,3h,Jc,2h,5c,Ad,0.707,0.5645
Kd,8c,8s,6d,6h,6c,8h,0.5495,0.946
9h,2d,2h,7d,Td,4c,8d,0.4145,0.3875
6c,9d,4d,5c,Qd,7h,6d,0.4555,0.362
2h,5s,7s,Kh,4s,Jd,Qc,0.358,0.0125
4h,3s,2s,Kd,Jd,Ac,6s,0.3815,0.003
Ad,5d,Th,3h,Ac,3c,3d,0.6295,0.9085
Kh,2h,Qd,8c,9c,2s,2d,0.5595,0.9615
Kh,5s,Tc,2h,Qd,8s,Ts,0.4975,0.3425
5s,Kc,7h,9s,Kd,Kh,Jd,0.531,0.931
Jc,Qs,4d,3d,2h,5h,Jh,0.6015,0.538
6d,8c,As,7h,3s,6s,4h,0.4415,0.4705
3d,2h,Kh,4c,9s,4d,5d,0.345,0.003
Qd,2s,4c,6h,Qc,Tc,2d,0.469,0.908
3d,8d,3h,6s,9s,3s,Kh,0.401,0.917
5h,9d,Qh,Ah,Qs,Jc,Jd,0.4165,0.344
4s,8c,Ks,Qd,5s,4h,9c,0.422,0.4485
6c,6h,9c,9s,8c,4h,8h,0.635,0.116
3d,5h,Ad,9s,Kc,3s,Ah,0.364,0.593
5h,Ac,6h,3h,Ad,5d,Kd,0.5665,0.8845
8c,5d,7c,5c,Ac,3h,7s,0.4205,0.6295
9h,9c,8c,Td,2h,7c,6d,0.7045,0.956
6s,6d,4c,Kc,Tc,8c,Js,0.618,0.261
9s,Tc,Js,Kd,Td,Jc,7d,0.4845,0.6655
4h,3c,4d,Ah,2c,8h,8d,0.3485,0.6895
Td,Js,3c,6s,Th,7d,7h,0.556,0.828
Jc,Tc,2s,Ah,7c,Ad,Qd,0.5585,0.412
Ts,6d,Js,7h,Tc,Kc,4s,0.4915,0.6035
Jc,9s,4h,5s,Qs,Th,Qd,0.5005,0.29
5s,8d,7s,3c,Ts,2d,9d,0.4065,0.0585
5c,5h,Qs,3c,Kh,2h,2d,0.6295,0.6105
4s,Qh,Th,5d,5s,Jc,4d,0.4885,0.6035
Qh,2c,7s,2s,6s,4c,3d,0.482,0.3215
Ts,4h,Kd,3c,7d,4c,7h,0.433,0.695
7c,Kc,2c,9d,Td,Tc,3d,0.5465,0.3255
4d,6d,2h,6s,2c,9h,Kd,0.434,0.5685
Kh,2s,9s,6d,6h,Qc,Ac,0.5065,0.454
Th,9h,6d,7c,Kh,Ac,Tc,0.535,0.613
8c,Ks,3s,Kc,4h,Ad,3h,0.578,0.74
6c,Kc,Td,4s,Jc,4h,3s,0.5645,0.3275
Kh,3h,5d,Qh,6c,Ts,9d,0.535,0.199
4h,8h,Kh,Qd,7h,Th,9s,0.4345,0.972
9h,Qs,2d,Jd,6c,5d,Td,0.5535,0.0895
Kc,2d,3d,Qh,8c,Js,Ac,0.525,0.324
7h,Qd,As,Js,Jd,Qh,Ks,0.5075,0.469
6d,8h,Kd,Kh,8d,9s,Th,0.4255,0.554
5d,8d,Ah,3h,8h,Tc,9c,0.471,0.513
3d,Kd,As,Js,9h,Jd,4h,0.5545,0.47
5d,7h,6s,8s,Tc,Ad,Ks,0.403,0.1005
Jh,Ks,8h,Qd,6h,8d,9s,0.593,0.3675
Qc,6c,Qs,6s,7s,Ac,Tc,0.543,0.8605
Js,Qs,Jd,Tc,6h,3s,Ks,0.599,0.756
9d,9h,As,Tc,Th,3h,Qs,0.7615,0.65
Jd,Ts,Kc,8c,9h,Qh,5h,0.5455,0.9505
Kh,3s,Jh,4h,Qs,6s,2h,0.524,0.16
Kh,Kd,Ts,Jc,8h,4h,7c,0.8125,0.697
As,5c,9c,6c,6s,Kd,7s,0.582,0.428
Td,Jd,8h,Qs,Qd,Kd,2c,0.5795,0.3865
Qh,7c,As,9s,Qc,2s,3h,0.5105,0.721
6s,Ks,7c,Ts,8s,Jc,Kc,0.6155,0.644
9h,Kc,Td,9c,7s,4h,7d,0.5795,0.713
3c,8c,4s,Td,5h,Th,6d,0.4235,0.029
7s,8h,Jc,3h,9h,Js,Qh,0.4415,0.1785
3s,Qd,Jh,5s,7d,7h,2h,0.4945,0.216
Jd,Jh,4s,Ad,Qs,Ts,5d,0.783,0.646
5c,9c,4s,2h,8h,4h,5d,0.4795,0.598
Jc,Tc,2d,Kc,Kd,9c,Ts,0.571,0.8515
8s,Kc,4d,5c,4c,Ac,Kd,0.5685,0.707
Qh,Ks,Td,2h,8d,4d,Qc,0.6035,0.847
Th,Jd,9c,7c,Kd,Jh,3c,0.5595,0.7255
Kd,4h,8h,Qs,Jd,9s,9d,0.491,0.266
8d,8s,As,Qs,Jd,8c,7s,0.688,0.928
Qc,9c,Jd,Ad,8d,4h,Qh,0.5915,0.725
8c,9h,3h,3c,4h,9s,6d,0.491,0.7685
2c,Qc,Ts,3c,8c,7h,7s,0.507,0.19
Tc,2d,5h,Ah,4d,Jh,5s,0.431,0.23
2h,Td,8d,4s,3h,8c,Qc,0.3825,0.153
5h,Ac,4h,3h,Jh,Th,2c,0.5815,0.687
Ts,6h,Qh,Kd,As,8c,Js,0.466,0.9325
Qh,Kd,6c,Qd,4c,Qs,5d,0.613,0.9335
Jh,Qs,9d,9c,Tc,7s,3s,0.5675,0.2585
9d,Jh,Jd,Tc,Qh,Ks,5s,0.5265,0.755
6s,3s,Ts,7h,3h,Ks,9h,0.4065,0.39
7s,3c,Kd,9c,4s,8d,9h,0.404,0.114
8s,Qc,3s,6c,Qh,3d,Jh,0.54,0.846
2d,2h,4d,2s,Ah,7h,9d,0.491,0.967
6c,2d,Qs,5d,3d,8h,Ad,0.3515,0.0085
Qc,6c,Ad,4c,9d,Ts,Qs,0.5025,0.748
6c,Kc,5s,Js,9h,2d,2c,0.566,0.335
9c,7h,Kh,5c,2s,Qd,6s,0.4855,0.0945
Th,7h,9s,Kh,6s,6d,Tc,0.5045,0.68
2s,6c,9s,3d,3h,Kh,4c,0.3495,0.0275
6h,5d,4c,4h,Jd,Kd,3s,0.4155,0.0275
7h,Jd,2d,5s,Qd,Tc,9d,0.4835,0.1855
8h,9s,2s,Th,Kd,3d,2h,0.4885,0.181
Qd,7h,6h,7s,Ts,Qs,3s,0.533,0.6255
Jd,Jc,5h,3d,3c,7d,9c,0.7645,0.848
Ac,5h,Qh,Js,6c,As,Ks,0.5715,0.677
8s,Tc,8d,Ts,6s,5h,Qc,0.496,0.8875
Kh,Qs,Kc,Td,Ks,4s,5s,0.624,0.927
3h,6s,3d,5d,Qs,Ah,2d,0.3665,0.38
6d,Qh,2c,6s,2h,Tc,Jh,0.5055,0.598
6s,6h,8c,Qd,7c,9h,8h,0.6685,0.527
Ah,9c,2c,Jd,Qs,Ks,Js,0.594,0.4185
7s,As,5d,8c,6c,Kd,Qs,0.628,0.3385
7s,Kd,Kc,6s,8c,Ks,Kh,0.5505,1.0
3h,2d,3c,Ac,Qh,Qc,Ts,0.378,0.53
Th,Ac,Js,6h,3s,4d,7d,0.6305,0.2735
7s,3d,9d,6h,Jh,Ah,Td,0.385,0.1085
8d,2d,Jh,2h,Kd,Kc,Qs,0.398,0.5525
9s,4s,6h,6d,7h,5c,2h,0.4255,0.029
9c,2h,Ks,Qd,5h,Js,5c,0.3935,0.179
Qd,Qh,Th,7h,2c,7d,3c,0.778,0.902
Js,4d,7d,6h,4c,3d,Td,0.442,0.407
4h,Qh,Kc,6d,As,6c,4c,0.5175,0.547
Js,5c,Th,5h,5d,8d,6h,0.466,0.892
5h,9s,Js,Jh,Qd,Tc,Jd,0.4335,0.192
3s,6h,Th,Kc,4s,9d,Qh,0.3735,0.0505
Kc,Ad,9d,3s,9c,3c,Ac,0.627,0.7975
Qh,2d,8s,3s,2h,Th,5s,0.4525,0.391
Th,Js,8s,9s,5h,Ac,Qd,0.566,0.992
8h,Ks,7d,As,Jh,6h,9s,0.592,0.35
3h,Kc,Jh,Ah,6d,2d,Qh,0.52,0.3065
3d,4s,5h,Qh,5c,3s,Qc,0.372,0.0305
4d,3h,6c,8s,6h,Qh,Tc,0.3785,0.0585
Ks,4c,3s,8c,7s,Kc,3c,0.512,0.7765
