hand_1,hand_2,board_1,board_2,board_3,board_4,board_5,preflop_win_rate,fullboard_win_rate
4s,7d,4c,5h,Jd,Ad,2s,0.3806,0.4115
8d,3c,2s,2c,4c,Tc,4s,0.3697,0.0979
Ts,Th,9c,Ah,8s,Jd,Kd,0.7558,0.6027
3s,3h,5h,7d,Ah,5d,2c,0.5354,0.6115
Td,9h,8c,7h,Ad,Ks,6h,0.5057,0.9954
Ks,Ts,Jd,3s,9c,Qc,Kc,0.627,0.8884
2s,6c,6d,Kd,Kh,8h,2d,0.3447,0.6506
Ad,Jd,7h,5c,3s,Kd,4d,0.6561,0.2606
Ks,2d,As,2c,4h,9h,Th,0.5031,0.4333
6c,8c,5h,2c,9c,8h,Th,0.4619,0.5716
Ac,Jc,3d,4c,6d,5s,6c,0.6581,0.2647
Ks,As,4d,8h,5c,8c,Ac,0.6723,0.8209
7d,3c,Qc,2s,Th,Qs,Qh,0.3681,0.1065
6d,2s,Qs,Kh,6c,4h,Qd,0.3394,0.7081
Ks,3h,7h,Tc,Qs,5d,6s,0.5282,0.1986
Jh,6s,Ks,3c,3s,4d,5h,0.4796,0.2095
3s,2c,Qh,2h,5h,Qs,9c,0.3231,0.5265
6c,Js,5h,Jh,9s,Qc,5c,0.4768,0.6892
7h,4d,6h,6c,4c,7s,Qc,0.386,0.6277
Qs,7d,7s,Kh,Kd,4s,Ad,0.5161,0.719
Tc,4h,3d,Js,3s,Kd,6h,0.4323,0.2566
6s,2h,Jd,Qc,7s,4c,6d,0.3335,0.5151
Kh,8c,Ac,9c,Ks,Qs,Td,0.5606,0.6281
2h,4s,4d,6s,9c,5h,7d,0.3395,0.2268
Qs,Ac,Jc,Ks,Jh,2h,6h,0.6422,0.4789
Js,4c,Ac,7d,Kh,Ah,5h,0.4572,0.3137
Th,4c,5s,6c,Tc,Qd,Qc,0.4389,0.7873
Jc,Ts,4c,Qd,3s,Kh,2h,0.5545,0.2732
Ac,Th,3d,7d,9c,Ts,6s,0.6317,0.7006
Jd,Ad,Js,Td,2h,5c,Th,0.6511,0.8817
3s,Ts,5d,7c,4s,6d,Qs,0.4524,0.7652
Tc,3c,6d,9s,Qs,4c,3d,0.4555,0.4333
5c,2h,Jc,4d,Qd,9d,Ad,0.3401,0.0107
8d,6d,2s,Jh,5c,7h,Kd,0.4562,0.0688
8d,Qc,As,6d,Js,6c,9c,0.5359,0.3617
9c,Jd,3c,2d,Kd,8h,Jh,0.5339,0.7729
Ks,4s,3d,Kc,Kd,9h,2d,0.5457,0.9021
Kc,Ac,6c,As,3s,Ks,9s,0.6727,0.6259
8s,Qd,6h,6c,8h,7h,Ah,0.5296,0.3921
2h,9c,5s,Kh,4s,Js,9s,0.3851,0.3862
Ts,3c,As,Jh,Ks,5h,Th,0.4279,0.4391
5s,Jc,4c,Qd,9h,4d,7c,0.4676,0.254
2d,Qd,Ad,2c,Js,4c,3s,0.5103,0.3569
3d,7h,9c,7d,As,8s,8d,0.3686,0.5595
Qh,Qc,9s,2c,9c,Ad,8h,0.7973,0.7732
4s,Qs,8h,Ks,5d,6h,8c,0.5321,0.3117
Qd,Td,7h,Jd,Js,9d,5s,0.5928,0.2636
2h,Qd,6d,Ad,Jd,9d,6c,0.4713,0.9304
Qd,4s,5s,9c,Th,9d,2s,0.4829,0.231
6h,Ks,Kd,5d,6c,Ts,4h,0.5373,0.9302
9h,Ac,3h,3d,3c,7s,2h,0.6049,0.6069
Qc,6c,Th,Ks,4s,2d,7h,0.5362,0.2556
7d,9d,Qc,Ah,As,3h,3d,0.4993,0.2604
6d,3h,5s,4s,Qd,As,4c,0.3657,0.0109
Ts,8s,Kh,2c,2s,Ah,5c,0.5173,0.2381
3c,Kh,Ac,Jh,Qd,8d,4c,0.5041,0.3282
Qd,5h,2s,Ac,Ah,2c,7h,0.5061,0.4653
5h,9h,4h,Kc,5d,Qd,Ac,0.4521,0.5345
2c,Kd,Kc,9d,Ac,8d,Kh,0.4983,0.9588
2c,3s,5d,3d,Kh,Jh,7d,0.3275,0.3991
Ts,As,Ah,2s,Jh,Kc,Ks,0.6497,0.8464
As,Ks,Kd,5c,Th,Ac,Td,0.6647,0.8885
Js,Jh,3h,Jc,9h,5s,As,0.7696,0.9802
2c,Qh,3c,2h,8d,Tc,6d,0.4707,0.4309
4c,3h,4h,6s,Kd,5h,Jc,0.3509,0.4003
5d,7h,6s,8d,Td,4d,9d,0.4073,0.7471
Qs,Ah,9h,7c,Ad,6s,3c,0.6361,0.851
Qc,7s,Jc,Jd,As,Qd,9h,0.5149,0.7029
5d,Ts,Ad,Qd,8d,Ac,5s,0.4482,0.5562
Jd,6s,Ac,5h,4h,8c,Kd,0.4745,0.2287
6d,9d,Js,5c,7s,4h,Ac,0.4652,0.073
8s,9d,2c,Ah,Kd,Ts,6h,0.4818,0.2028
Kd,As,Js,Ac,Th,2s,7s,0.6479,0.8414
8s,Qh,7c,8d,5s,Ks,Qs,0.5269,0.8921
Qs,Jc,8s,Ac,3h,Td,5c,0.5867,0.2722
3c,6c,5h,Qh,9d,7d,2s,0.3978,0.0215
7s,7c,3h,8c,Kc,4s,3c,0.6727,0.599
7s,Th,4h,7h,Td,3d,Tc,0.4767,0.9989
Qh,2s,3d,3c,7h,3s,5d,0.4747,0.3216
Tc,5d,5s,Kc,Jc,5h,Ad,0.447,0.9482
2h,4c,3h,Qs,Js,4d,8s,0.3336,0.4849
Ks,4h,3c,Ac,6h,8s,Ah,0.5156,0.4511
4h,3c,Ts,3s,Jd,9c,8c,0.3444,0.2465
6s,Jd,7h,8d,7s,9h,Tc,0.4797,0.9006
5d,8s,Qh,Kd,4c,4h,6h,0.4146,0.0971
9c,6h,Td,8s,4c,As,6s,0.4447,0.5046
Qc,Kh,Kc,Jh,7s,Js,5s,0.6149,0.8375
3d,As,9s,7d,7h,Jc,2s,0.5725,0.4335
2h,9c,7d,5d,4c,7s,Tc,0.3839,0.0621
9s,Ah,2d,7d,6d,6c,5d,0.6095,0.2336
5c,9d,Qh,5s,Jc,Ts,7d,0.4294,0.4188
2c,4d,2h,5c,7h,7d,Th,0.3297,0.5343
Tc,3h,Qd,Qc,Th,3d,Qh,0.4169,0.8944
9h,8d,Ah,Qh,3d,Kh,5s,0.48,0.1787
9s,7c,9d,2h,As,4s,5s,0.4616,0.5608
8d,Tc,3d,5c,Kc,8h,Kh,0.4942,0.854
7d,Th,6s,Jh,Ad,5s,5h,0.4769,0.2529
9s,6h,8s,As,Qd,Tc,Ad,0.4541,0.2537
2h,Ac,8c,6s,9d,4d,Kh,0.5395,0.3046
2s,8c,Ac,7s,8s,6h,4d,0.3812,0.5676
3s,5h,2h,4h,7d,Jd,9c,0.3662,0.0044
Qs,6h,Tc,4s,5s,Kc,3d,0.5095,0.218
Qc,9h,Kd,Th,2s,8d,Jc,0.5485,0.9831
7d,Th,9c,Jd,Kd,5s,Qh,0.4782,0.9301
5h,6c,Ac,9h,5c,Qd,Qc,0.3982,0.5697
9d,3c,3d,5h,As,9h,Jd,0.4007,0.9186
4c,5d,7c,Th,8d,6h,5c,0.3882,0.7732
Tc,4c,Qd,5s,Kc,6c,Ac,0.4635,0.987
Qh,3c,Js,Kc,5c,2h,9h,0.475,0.237
2h,4h,Qs,Ks,Ad,5h,Qd,0.38,0.0174
Td,5s,2d,5h,7h,Jc,Ah,0.4385,0.5224
4h,7h,Ts,5d,Jc,3c,Ad,0.4084,0.0364
8s,Qs,Ah,9s,3d,3c,4d,0.5645,0.3291
4c,8h,Kc,6h,9c,7s,Qd,0.3899,0.1033
9h,9c,4d,7s,Td,2h,Jd,0.7215,0.6449
4s,Tc,6s,Qs,Ac,4h,Qd,0.4395,0.5991
Kd,9h,As,2h,5d,7d,Ts,0.5815,0.3607
Qc,4c,8s,6d,3d,Td,2d,0.5211,0.067
Ad,6c,Kh,Th,2c,Ac,8h,0.5805,0.8058
9c,5h,Kc,9h,4d,Jh,6d,0.4259,0.6333
Jd,9h,Qc,2c,Th,5d,8c,0.5423,0.9499
Qs,9h,3c,Jd,Tc,8s,Kd,0.5479,0.9842
5h,8h,Th,7d,Ad,4d,Kd,0.4459,0.0571
Qd,6h,Qs,Kc,6d,5h,2h,0.5151,0.9425
8d,2d,9d,6c,4c,2c,6h,0.4069,0.5108
5c,Jh,9d,7c,Ah,3c,8d,0.4822,0.1456
5h,7s,8h,3s,Kh,7d,4h,0.4059,0.5915
Jd,Ks,7s,7h,2d,Tc,4h,0.6098,0.3804
3d,9d,3c,Ah,2s,Td,Kd,0.4383,0.5057
2h,8h,Th,Jd,4s,5s,Qd,0.405,0.0901
5h,Ad,7c,7h,9d,Qs,2s,0.5762,0.4545
Ah,9d,Ad,8h,Ts,As,4h,0.6029,0.9648
3d,7c,Kd,8c,5d,3c,Ah,0.3683,0.4338
Th,3d,Ah,4d,4c,Qs,5c,0.4231,0.2482
Jd,2c,Kc,Qd,3c,Ac,Th,0.4413,0.8972
Ah,Qc,9s,9c,5c,7d,Jh,0.6432,0.4753
Kd,8c,5s,6s,4c,Td,Tc,0.5681,0.3075
3c,9s,6s,3s,Qs,9c,6h,0.3986,0.6787
8d,2d,Qd,5d,Ks,6s,As,0.4019,0.0924
6c,4s,3s,Ac,6s,8c,2c,0.3754,0.575
2c,Ks,Ac,3s,Kh,2d,8c,0.5102,0.9256
2h,3h,9h,Qc,Jd,3c,7h,0.3547,0.4175
8d,Kc,5d,Th,8s,Qh,9s,0.558,0.4454
Td,Jh,6c,Ac,4h,Kc,Jd,0.5542,0.6454
2c,Jc,7c,Kd,Ah,7s,Kh,0.4742,0.3433
Tc,6d,Qh,Kh,Qd,Jd,Jh,0.4613,0.2587
7h,Qc,6d,Ks,5s,9h,4s,0.5154,0.1985
6h,Qd,9d,9h,Js,Kd,2s,0.5177,0.3439
7c,2c,Ah,7h,3c,Jd,2s,0.3801,0.9128
6c,9h,7h,Ac,9s,Jc,6h,0.4474,0.8984
2c,7s,Kh,7h,5s,4d,2s,0.3518,0.8931
2h,Tc,2d,Ac,Th,Ad,7s,0.4103,0.819
3c,Jh,6d,5h,9c,6s,As,0.4473,0.2261
Td,6h,Kd,4c,2d,Jh,Ks,0.4612,0.249
2d,3c,4c,9h,5s,Ah,8h,0.3179,0.9346
9c,Ts,2d,Qc,5h,4s,Th,0.5065,0.7357
Ks,4h,8c,9d,3h,4c,4d,0.5171,0.974
8c,4d,7s,8s,Td,Qd,Ac,0.4016,0.5216
2s,Ts,9d,3c,7d,8c,6c,0.4496,0.8857
5d,7h,Ts,4c,3c,9s,2s,0.4039,0.0036
6d,Jh,Ad,4s,5d,5c,8s,0.4827,0.2218
Kc,4c,Ks,5d,Qh,7d,3c,0.5554,0.8358
Qs,3h,2c,Jc,7c,3d,Ad,0.4849,0.5133
4s,8d,9h,Js,Jh,Qd,4c,0.3903,0.5611
6c,9h,4d,Ac,5c,Kh,5h,0.4458,0.1604
Kh,6s,9s,Th,Kd,5h,3h,0.5432,0.8108
3d,5s,2h,Qc,6s,7s,8s,0.356,0.0159
Kc,2c,4h,9c,Th,Tc,6h,0.5393,0.2955
Qh,3h,8h,4c,7h,8d,7s,0.5112,0.4453
Kh,2h,4c,2s,6s,3c,7d,0.5356,0.3605
Ts,2d,7s,6c,6s,6h,3h,0.4116,0.142
Jc,Th,4c,Kc,9d,6h,Tc,0.5451,0.7183
Ks,Kd,Jd,7c,3d,6d,4h,0.8252,0.6898
3s,9h,8c,5c,4s,9c,6s,0.4018,0.616
9s,8h,Kc,Qd,Ks,Th,5c,0.4797,0.2545
6h,Qh,5d,As,6s,2s,7d,0.547,0.5953
2h,As,5c,Qs,3s,Jc,2c,0.5547,0.4265
2h,Ah,Ad,Kh,6c,3d,9c,0.5707,0.8567
Jc,9d,3s,8h,4d,Kd,2d,0.5401,0.1585
7d,4c,2d,8s,4s,Th,4d,0.3875,0.9505
Td,9s,Jd,Th,3d,Qd,6h,0.5179,0.6193
2c,8c,Td,7s,Qh,3c,2d,0.4036,0.4507
9c,2s,Js,6d,Kc,Qs,Kh,0.3884,0.2594
9d,9c,5h,4h,4d,Qc,8s,0.7184,0.7409
9s,9d,Qh,Kc,4h,8h,2h,0.7187,0.4235
7d,9c,8h,9h,Ts,7h,4c,0.4683,0.6008
Tc,Jd,Kh,Th,8s,Qs,Ad,0.5608,0.9365
7h,6h,8s,Ac,Th,3d,5c,0.4439,0.0537
6c,Qs,5d,4c,Kc,6h,8c,0.4977,0.4852
2s,4h,Ah,8s,Qs,Ac,Tc,0.3293,0.1059
7s,2h,2c,2d,5c,Kh,Qh,0.3482,0.9596
Ac,7c,2h,Tc,Ad,9d,9s,0.604,0.8505
Td,As,9h,Ad,3d,Tc,8s,0.6351,0.9415
3c,Ts,5d,Kh,6d,6s,4c,0.4209,0.1112
7d,Kd,8d,5c,6s,4c,6d,0.5819,0.9032
8c,7c,2d,Qs,9s,Jh,Ts,0.4697,0.7389
Qd,6s,Js,8d,As,Td,Th,0.5212,0.3384
3s,4d,Ah,7s,Kc,4c,Qh,0.3453,0.4379
6d,5c,4s,Qc,Ad,2c,As,0.3961,0.016
Ac,7d,2h,5s,9d,Qd,5c,0.5874,0.4491
5d,9s,7h,Qs,7s,Tc,Jh,0.4244,0.1407
Qc,8s,3c,6d,2s,4d,6h,0.5354,0.1667
Jh,Ac,Td,6h,4c,8h,As,0.6417,0.8607
9s,8s,Ah,6c,Ks,5d,Kc,0.504,0.1981
3c,Tc,Th,5d,5c,5s,Kd,0.4616,0.7742
3d,Th,Jc,Js,8h,7d,4d,0.4235,0.146
9s,9h,2h,6h,5h,Kc,8c,0.7216,0.7178
7d,Jh,Th,4d,Kd,Qd,Kh,0.4883,0.3365
Jd,4h,5s,8s,Jc,Qh,Jh,0.4627,0.9386
Ts,7c,4h,7s,Jh,8c,5c,0.4839,0.5144
7d,7c,Ts,3c,2s,Kc,6h,0.6645,0.6627
9d,Js,5h,2d,4s,7d,Qd,0.5336,0.1457
Qd,Js,5s,Td,Ah,6d,2d,0.5773,0.2579
Ac,Qc,5c,9d,7c,Qd,Th,0.6625,0.8497
Qd,Js,Ks,7h,3h,7s,5h,0.5759,0.3514
9d,Qh,6s,5c,8h,Td,Jd,0.5439,0.995
6c,Qs,9h,2s,Ad,9c,3h,0.5094,0.3306
5c,Qh,3s,4h,Ac,2c,4c,0.5027,0.8663
Kd,4h,3d,9c,Qd,Ac,3h,0.5225,0.4749
7c,3h,2c,Kd,Qc,2s,4s,0.3558,0.058
6c,8d,Jd,3s,7h,3d,Qd,0.4343,0.1051
9h,Ad,8h,9c,Qc,Jc,6h,0.6148,0.4999
7h,9c,6c,3s,Tc,6d,Jh,0.4638,0.172
3c,3h,7s,Jc,Ad,Ks,8d,0.5443,0.3757
6d,2s,Kh,3h,4c,4h,Ad,0.3377,0.0091
7c,8d,Qc,3h,9d,6d,Js,0.4516,0.1271
9h,2h,Js,8c,3c,7c,4s,0.4211,0.0266
2c,2s,5s,3d,Tc,9d,Ks,0.5032,0.3797
5c,6d,9c,Kd,6h,3s,3c,0.3976,0.5876
Ah,5h,8s,7h,Tc,Ts,6s,0.6036,0.3096
Tc,Jd,4d,8d,Td,5h,9c,0.5448,0.7797
7s,Ah,4d,Qc,Jh,2h,7h,0.584,0.6662
Js,5c,Td,4d,Qs,Kd,9s,0.4736,0.8899
5d,Kd,9s,Qh,2s,2h,Jc,0.5587,0.3357
4h,Ks,Td,9s,4s,5c,Jd,0.5226,0.4411
2h,3d,9h,4h,5d,Ad,9c,0.3218,0.9666
As,6s,Tc,2c,5c,7h,7c,0.5978,0.2502
Th,7d,Qs,8s,3d,5s,7c,0.4728,0.5927
As,8d,6h,Ts,Qd,4s,3s,0.5907,0.3109
8d,2c,Ts,5c,Ad,6s,7h,0.3735,0.033
Td,Kh,Ts,7s,9s,4h,5h,0.5988,0.79
2s,Qh,Ah,8h,Jh,4h,6s,0.4662,0.9567
3c,7s,Qc,Kc,Ks,8h,2c,0.3667,0.0998
Ad,4d,Kd,6c,9h,Qd,As,0.5796,0.8502
4s,6c,Tc,Qh,Jc,As,9h,0.3892,0.0954
Qc,Jd,Tc,Ah,8c,7h,Qs,0.5821,0.7588
5h,Ks,Ac,4h,9d,4s,Tc,0.5371,0.4538
3c,Jd,6h,Qc,Kh,Qh,8s,0.4531,0.3235
2h,Qd,2s,6h,7c,8h,Kc,0.4714,0.4243
Qs,9s,Qc,4h,Tc,5d,4c,0.567,0.7933
4s,Jh,5h,2d,2c,6d,9d,0.4686,0.122
4c,4s,Jd,Kc,9c,7h,9s,0.5734,0.5064
Jc,4s,7h,9h,Th,6h,8d,0.4632,0.6012
Kc,4d,Qs,4c,Th,9h,4s,0.5256,0.9487
Qd,5d,9h,Ah,7h,8c,5s,0.5283,0.3399
Jd,2h,Kc,Ah,Ks,Th,7d,0.4401,0.3563
Kc,4h,2h,6d,5s,8s,9d,0.5216,0.1368
7c,Ts,3d,2h,5s,9s,5h,0.4743,0.0969
9s,7h,Qs,8h,Th,3h,Ks,0.4618,0.1631
6s,Ah,5c,Ad,9c,5h,Qd,0.5736,0.8606
Kc,4h,5c,Ts,7d,8s,2c,0.5275,0.1804
Ac,8d,5d,4d,8s,Kd,9d,0.6028,0.8325
6c,6s,9d,5c,8c,8d,2h,0.6311,0.7409
Qd,Jh,8s,Js,5d,5s,6d,0.5859,0.7799
5c,As,Kd,Kh,Th,8c,2d,0.5736,0.4577
8c,Ah,9s,7h,8h,Qh,7c,0.6096,0.5679
Tc,5d,3d,9d,Ad,5c,Ks,0.4412,0.524
8s,Th,Jc,Qd,9s,Tc,Ah,0.4954,0.7658
3h,5d,6d,Jd,Ts,2h,3c,0.3607,0.5121
5h,9c,6s,5s,2d,Jd,2c,0.4245,0.5735
7c,6d,6s,Ks,8d,Kd,Kh,0.4196,0.7578
Ac,Kh,5d,2s,Jh,Jc,3h,0.6561,0.4886
Jd,8c,9d,4s,4c,2c,Ac,0.519,0.2259
Jd,Jc,9c,Kc,2h,5h,6c,0.7692,0.7211
2c,2s,3s,Qc,9s,7d,6c,0.5132,0.3462
Qh,8c,9d,3s,4s,Js,Ah,0.523,0.2452
8c,7s,Jd,9d,Qd,6s,3c,0.4504,0.1249
2s,Ac,9h,Kd,7d,Jc,5h,0.5586,0.29
Ad,Ah,3h,2d,Qh,4c,Kh,0.8455,0.8415
Kc,5c,7d,3s,Td,Jc,Qc,0.5526,0.223
7c,Kh,5h,9c,4d,As,8s,0.5521,0.3297
6s,3s,Jh,8c,Qd,As,Td,0.3962,0.1015
5d,Qs,3c,Kh,Jc,Qc,Th,0.5039,0.4641
Kh,9c,Tc,6c,9h,5s,8d,0.57,0.6118
6d,Ts,6c,9c,5s,8d,8c,0.4636,0.5267
Qc,8s,Js,Qs,Qd,9h,8d,0.5317,0.9938
7s,9s,Jd,5s,8s,Kd,As,0.4979,0.9784
7c,9h,7d,2d,Jc,Ac,4d,0.4597,0.6189
Ah,Tc,3d,Ad,3c,5s,2h,0.6252,0.7113
Th,2c,Qs,2s,3d,4c,8c,0.4133,0.4275
6s,5h,Js,Qc,8d,2c,2s,0.406,0.0654
Jh,4d,2c,4h,2d,Jd,Ks,0.4662,0.7673
9s,7c,7s,Tc,6h,7d,4s,0.4552,0.9206
3d,6s,9s,Jh,2d,8d,8s,0.3546,0.0563
7s,Td,Ks,Qs,6d,Ac,Kh,0.482,0.3587
6d,Js,Qh,Ad,Ts,2h,5h,0.4734,0.2092
3d,4h,Tc,3s,Jc,8d,7d,0.3551,0.3397
9c,9d,8d,8s,5c,As,5h,0.7191,0.6781
Qd,Ts,6s,2c,Js,2d,2s,0.5794,0.3405
Kh,5d,8d,8s,6d,Kc,5h,0.539,0.8004
Kh,5d,Js,5h,7h,6d,8h,0.5366,0.2559
8d,7d,Qd,9c,Th,9d,5h,0.476,0.1784
Kd,3h,2d,6d,8d,5h,Qh,0.513,0.1664
3d,Ah,As,4c,Jc,3h,6d,0.5646,0.9359
6s,4d,Kh,Jc,Jd,Td,5h,0.3753,0.056
8c,Kd,9c,6s,7s,4c,8s,0.5584,0.4484
2c,Kd,3d,Kh,6d,Qc,5h,0.5046,0.8183
Ts,5s,Jd,Th,6d,9h,5h,0.4722,0.8532
5h,4h,6h,Qs,6s,Jh,8c,0.4183,0.065
Jc,Th,3c,4d,5s,8c,Qh,0.5425,0.1643
6s,4s,2s,8h,9h,5c,3h,0.4129,0.9426
Jd,Tc,9s,9d,8d,3h,Ts,0.5522,0.817
4c,6d,Qc,Ks,Ah,9s,5c,0.3792,0.0565
8d,6s,4d,Qs,2h,2c,8s,0.4289,0.7084
Kd,3s,Jh,Ts,7d,2c,2s,0.5135,0.3381
2h,6c,Kc,2s,Qs,Js,Qh,0.3373,0.5111
Qh,Kh,4c,7c,Qc,3c,3s,0.6281,0.5237
Th,5h,6h,Jd,8s,Kh,4h,0.4748,0.9831
Js,Kc,Ah,Ts,2d,7h,3h,0.5998,0.3324
2d,5c,Kc,Qd,5s,9d,Kd,0.3413,0.551
5h,3h,Jd,9c,Ad,8h,6d,0.3942,0.0323
6h,Jd,Qc,3c,As,Kc,2c,0.4776,0.1759
9d,2c,Jh,7d,5h,Th,3h,0.3908,0.0394
Js,Ts,Ks,4s,Th,2h,5s,0.5696,0.9846
Ah,Qs,Qh,Kd,4h,5d,4s,0.6522,0.7749
6h,5s,3d,3h,7d,5d,Ac,0.3947,0.5296
7d,6c,9s,Js,Qc,8h,Ah,0.4212,0.0977
4d,9d,Js,2h,9c,6s,6h,0.4371,0.707
3d,4s,5h,Qd,3c,Ts,Jc,0.357,0.4048
3h,3d,4s,8s,Qh,6h,Jc,0.5373,0.3698
5c,2s,Kh,Tc,9s,6h,6d,0.3299,0.0891
2s,6s,8s,7d,Th,Kc,5s,0.3804,0.052
9h,Qc,Kc,5h,Jc,8d,4d,0.5612,0.2585
5h,Qd,4d,3h,3d,9s,6d,0.4996,0.1923
Td,Kd,6h,7d,As,2d,Jd,0.62,0.9935
3c,Qh,Jh,8s,5h,5d,Qc,0.4909,0.8234
3d,8h,As,8d,Ah,5d,Tc,0.3675,0.7052
Ad,8h,3c,Qd,9h,6c,5s,0.5904,0.3024
6s,Ah,4c,Qs,Js,Ts,Ks,0.5817,0.8323
2h,9c,9d,4h,5c,Kc,4s,0.3946,0.711
Td,2d,9h,Ac,Ks,6c,5c,0.4494,0.1384
3c,6s,4h,8d,8c,Tc,4d,0.3681,0.1067
Qd,Ad,Js,6d,7c,3c,8s,0.6647,0.3261
Js,3c,Qc,Kd,Qs,7c,Ks,0.4508,0.6227
3h,Jd,6h,5h,7d,4s,8s,0.4552,0.4106
Ad,Ah,Td,9c,Qc,Ks,8h,0.8515,0.7013
8d,Tc,3h,5c,Qd,7c,4h,0.4968,0.0598
4d,9c,Td,Qd,Kh,5d,2c,0.4146,0.146
Td,Qs,3h,Js,2c,Th,As,0.5704,0.6725
As,Kc,Qs,Td,8c,Qh,9s,0.654,0.3734
Jc,6d,4h,Kh,8c,2h,2d,0.4708,0.23
2c,9s,9c,6d,Th,8d,6c,0.3913,0.5346
Kc,6d,5c,4c,Qc,5d,As,0.5431,0.4218
2s,Kc,8d,Ac,6h,Jh,4s,0.508,0.3138
8h,8d,Kc,6h,Th,Ah,Kh,0.6883,0.8427
Qh,Th,Td,4h,7d,6c,9c,0.5918,0.6892
Tc,3c,Jh,Ac,7h,As,4h,0.4542,0.2251
5d,7h,9s,3h,8d,Ad,9h,0.4069,0.103
3d,Tc,4c,6h,4s,Ts,Kh,0.4202,0.7177
Jh,Ad,3c,Jc,Qd,3h,2c,0.6291,0.7399
5c,Qc,5h,Ah,5s,Tc,As,0.5394,0.8832
Ad,8s,4s,Js,5d,Qh,4d,0.5927,0.4573
Qd,5h,5c,5d,Qh,8s,Ac,0.5003,0.9874
8h,9s,Qc,Tc,Kh,Th,3h,0.4728,0.2423
9h,6c,7h,9s,Kd,Ad,Kh,0.4397,0.7272
Tc,7s,6c,Ks,6d,3c,Kd,0.4809,0.3411
6d,8h,Qh,6s,Kh,4c,2s,0.4334,0.6325
3s,2h,7h,5s,9d,Ks,Th,0.3202,0.0185
Jc,Kd,Td,9d,8s,3d,6s,0.6124,0.1624
8s,Qc,Jc,7d,3d,9c,Kd,0.5364,0.2485
9h,5c,9s,6c,9c,3h,8d,0.4224,0.9225
5s,2d,4d,3d,Th,3s,Ac,0.3402,0.9676
5s,9d,2c,9c,Kc,Jd,4h,0.4284,0.6036
Td,9c,Qs,Kc,2c,5s,6h,0.5057,0.1877
Jd,3h,9s,8d,5s,4h,2d,0.4473,0.0609
6h,Td,6s,9s,Jh,Kd,6c,0.4629,0.9496
3d,6h,5h,4c,Kh,6s,Ah,0.3507,0.5546
5h,Td,4d,2c,8c,6h,3s,0.4403,0.9282
Qs,9h,5d,9s,5h,4s,Kc,0.5621,0.716
Kd,2h,Kh,6h,8c,7c,Jc,0.5092,0.7613
2c,6s,Ts,Ac,4h,8d,9s,0.3423,0.0529
7s,Ah,Th,4s,9h,4c,3d,0.5821,0.458
2d,4h,5h,3s,3h,9d,8h,0.3364,0.0044
8d,3s,Kh,6c,8h,9s,Kd,0.3746,0.6783
8s,Js,Th,2h,6s,6d,3d,0.5557,0.1722
4h,8s,9h,Qd,Th,2h,Qh,0.3973,0.6701
6h,6d,2s,5c,4s,2d,Qh,0.6264,0.7209
2d,5h,2s,Qc,6d,5d,Ac,0.3494,0.9061
5s,Jc,5d,6c,8s,Ah,Qd,0.4641,0.4597
Ad,As,Kc,4d,Qs,Ts,Ks,0.8556,0.8482
6c,5h,Ac,2h,Qh,Tc,Jd,0.3972,0.0546
Kc,Jc,Js,Kh,6s,9h,Qc,0.6289,0.8048
5d,Qs,9c,Kh,As,Js,Ad,0.4921,0.4525
Ks,9c,2s,Jh,Qd,5s,Th,0.5815,0.9815
Kc,Ac,7d,Kh,5d,3c,9s,0.6695,0.8717
5s,As,2d,3h,Th,Ah,8s,0.6024,0.8047
3s,7c,Td,Ts,Jd,Qs,2d,0.3707,0.0969
Qh,8c,5d,4c,2h,Kh,3c,0.5346,0.1669
9h,8h,Ks,Qs,8s,9c,7c,0.5133,0.8456
4h,6h,Jh,3h,Qd,9h,Th,0.4078,0.7782
2c,9s,Ts,9h,8d,Qh,9c,0.3814,0.7742
6d,5s,Kh,Ts,3s,7d,Jh,0.4023,0.057
4c,Qs,5d,5s,2s,As,Kd,0.4891,0.436
3s,5c,Tc,8d,Td,5s,4s,0.3664,0.665
8c,8d,6h,Qs,2h,Ad,5s,0.6905,0.6778
Jc,5s,6s,4h,As,Ah,Th,0.474,0.2165
6h,9s,Jd,6d,Jh,Kc,Ac,0.4451,0.5934
2h,Ah,Ac,2d,Jc,5s,5c,0.5699,0.7968
9h,Jc,Ts,8c,6d,As,Qc,0.5201,0.9843
4h,4d,As,7h,7d,5c,Ac,0.5796,0.0382
3c,3d,4s,2h,Qd,2d,5d,0.5322,0.4789
Qd,8s,4d,9h,Kh,Jh,4c,0.5343,0.3321
2h,Jc,6s,Js,Ad,Kh,4s,0.4496,0.617
4h,5s,2c,Ah,4c,Ad,6h,0.3783,0.667
4d,8s,Jd,9h,4c,Kc,Tc,0.3955,0.3162
Qc,9s,Js,3s,8h,Qd,Qs,0.551,0.9178
3d,9s,Jh,7s,Ac,2s,Th,0.3952,0.1671
9d,7c,Ad,Tc,3c,7s,Kc,0.4597,0.5214
2d,Kd,2c,9h,Js,Qh,As,0.5315,0.4563
Ts,9h,6c,7s,Ah,Td,As,0.5203,0.8442
Js,6h,Qc,2c,2s,Th,4s,0.4841,0.2699
Jd,3d,2h,8s,5c,2s,7s,0.4759,0.1214
Kd,8c,Ad,As,Kc,2d,7d,0.5596,0.8346
7c,Ah,Ac,6s,Kd,2s,9c,0.5881,0.87
